time,surface,frame,blob_id,x,y,area,major,minor,angle,vx,vy
1779372493.5362,plane,68,3,0.50044,0.49364,0.008935,0.07975,0.07854,15.71,0.00017,-0.00026
1779372493.5362,plane,68,4,0.28155,0.00722,0.005449,0.09219,0.09150,44.96,0.03544,0.00249
1779372493.6294,plane,69,3,0.50042,0.49359,0.008933,0.07972,0.07856,18.36,-0.00023,-0.00063
1779372493.6294,plane,69,4,0.28144,0.00672,0.005373,0.10140,0.08834,0.00,-0.00117,-0.00533
1779372493.7421,plane,70,3,0.50026,0.49381,0.009343,0.08181,0.08013,16.00,-0.00143,0.00196
1779372493.7421,plane,70,4,0.40613,0.01154,0.011525,0.58550,0.19860,0.00,1.10636,0.04277
1779372493.8365,plane,71,3,0.50030,0.49387,0.009316,0.08165,0.08005,16.35,0.00043,0.00072
1779372493.8365,plane,71,4,0.40309,0.01094,0.011115,0.69935,0.19285,0.00,-0.03224,-0.00637
1779372493.9334,plane,72,3,0.50030,0.49386,0.009335,0.08177,0.08009,16.45,-0.00004,-0.00018
1779372493.9334,plane,72,4,0.40407,0.01180,0.011447,0.54537,0.19871,0.00,0.01016,0.00884
1779372494.0297,plane,73,3,0.50030,0.49400,0.009679,0.08350,0.08141,11.59,0.00008,0.00148
1779372494.0297,plane,73,4,0.49675,0.02869,0.026340,1.11355,0.16169,88.27,0.96307,0.17554
1779372494.1425,plane,74,3,0.50031,0.49402,0.009683,0.08346,0.08147,10.43,0.00004,0.00023
1779372494.1425,plane,74,4,0.49931,0.02912,0.026835,1.12774,0.16269,88.24,0.02270,0.00378
1779372494.2393,plane,75,3,0.50032,0.49400,0.009674,0.08340,0.08144,12.87,0.00007,-0.00025
1779372494.2393,plane,75,4,0.49894,0.02847,0.026450,1.12238,0.17453,88.73,-0.00385,-0.00674
1779372494.3344,plane,76,3,0.50021,0.49399,0.009939,0.08472,0.08232,8.77,-0.00106,-0.00007
1779372494.3344,plane,76,4,0.51450,0.05998,0.054211,0.97627,0.22605,88.00,0.16333,0.33085
1779372494.4344,plane,77,3,0.50026,0.49398,0.009947,0.08477,0.08245,10.28,0.00045,-0.00011
1779372494.4344,plane,77,4,0.51887,0.06036,0.054555,0.96420,0.19081,88.65,0.04389,0.00373
1779372494.5426,plane,78,3,0.50026,0.49390,0.009956,0.08480,0.08239,8.85,0.00000,-0.00074
1779372494.5426,plane,78,4,0.51311,0.06077,0.055862,0.96785,0.22446,87.95,-0.05309,0.00384
1779372494.6373,plane,79,3,0.50024,0.49382,0.010108,0.08552,0.08303,6.62,-0.00025,-0.00082
1779372494.6373,plane,79,4,0.51585,0.08082,0.087463,0.94524,0.21547,89.02,0.02895,0.21177
1779372494.7347,plane,80,3,0.50022,0.49383,0.010108,0.08555,0.08297,6.02,-0.00017,0.00011
1779372494.7347,plane,80,4,0.51348,0.08042,0.087980,0.96048,0.21018,89.44,-0.02426,-0.00404
1779372494.8311,plane,81,3,0.50022,0.49378,0.010117,0.08566,0.08299,6.73,0.00002,-0.00057
1779372494.8311,plane,81,4,0.51847,0.08214,0.091190,0.94388,0.21683,89.53,0.05175,0.01782
1779372494.9431,plane,82,3,0.50057,0.49548,0.009460,0.08230,0.08061,22.06,0.00309,0.01515
1779372494.9431,plane,82,4,0.50860,0.08803,0.084115,1.06363,0.38447,86.57,-0.08808,0.05256
1779372495.0438,plane,83,3,0.50084,0.49675,0.009277,0.08140,0.07993,26.09,0.00277,0.01273
1779372495.0438,plane,83,4,0.50061,0.11092,0.082999,1.22417,0.61855,87.35,-0.07969,0.22825
1779372495.1359,plane,84,3,0.50109,0.49988,0.009218,0.08117,0.07959,26.06,0.00272,0.03375
1779372495.1359,plane,84,4,0.50168,0.12182,0.086962,1.21484,0.67852,86.65,0.01151,0.11787
1779372495.2349,plane,85,3,0.50106,0.49984,0.009262,0.08133,0.07985,27.79,-0.00034,-0.00032
1779372495.2349,plane,85,4,0.51036,0.12000,0.119595,1.26356,0.63675,86.76,0.08771,-0.01838
1779372495.3447,plane,86,3,0.50114,0.50088,0.009255,0.08138,0.07976,26.12,0.00069,0.00939
1779372495.3447,plane,86,4,0.50675,0.12349,0.121328,1.19635,0.65556,87.78,-0.03290,0.03176
1779372495.4394,plane,87,3,0.50110,0.50104,0.009252,0.08118,0.07985,24.55,-0.00045,0.00170
1779372495.4394,plane,87,4,0.50732,0.12344,0.120533,1.21133,0.68245,86.87,0.00602,-0.00058
1779372495.5330,plane,88,3,0.50112,0.50101,0.009262,0.08128,0.07986,26.91,0.00023,-0.00033
1779372495.5330,plane,88,4,0.50965,0.12310,0.126799,1.25549,0.65075,87.95,0.02488,-0.00360
1779372495.6285,plane,89,,,,,,,,,
1779372495.7433,plane,90,,,,,,,,,
1779372495.8379,plane,91,,,,,,,,,
1779372495.9358,plane,92,,,,,,,,,
1779372496.0300,plane,93,,,,,,,,,
1779372496.1415,plane,94,,,,,,,,,
1779372496.2366,plane,95,,,,,,,,,
1779372496.3349,plane,96,,,,,,,,,
1779372496.4326,plane,97,,,,,,,,,
1779372496.5443,plane,98,,,,,,,,,
1779372496.6388,plane,99,,,,,,,,,
1779372496.7353,plane,100,,,,,,,,,
1779372496.8312,plane,101,,,,,,,,,
1779372496.9412,plane,102,,,,,,,,,
1779372497.0402,plane,103,,,,,,,,,
1779372497.1345,plane,104,,,,,,,,,
1779372497.2319,plane,105,,,,,,,,,
1779372497.3421,plane,106,,,,,,,,,
1779372497.4381,plane,107,,,,,,,,,
1779372497.5344,plane,108,,,,,,,,,
1779372497.6305,plane,109,,,,,,,,,
1779372497.7429,plane,110,,,,,,,,,
1779372497.8371,plane,111,,,,,,,,,
1779372497.9364,plane,112,,,,,,,,,
1779372498.0285,plane,113,,,,,,,,,
1779372498.1413,plane,114,,,,,,,,,
1779372498.2389,plane,115,,,,,,,,,
1779372498.3360,plane,116,,,,,,,,,
1779372498.4322,plane,117,,,,,,,,,
1779372498.5402,plane,118,,,,,,,,,
1779372498.6369,plane,119,,,,,,,,,
1779372498.7359,plane,120,,,,,,,,,
1779372498.8290,plane,121,,,,,,,,,
1779372498.9414,plane,122,,,,,,,,,
1779372499.0373,plane,123,,,,,,,,,
1779372499.1347,plane,124,,,,,,,,,
1779372499.2294,plane,125,,,,,,,,,
1779372499.3445,plane,126,,,,,,,,,
1779372499.4389,plane,127,,,,,,,,,
1779372499.5367,plane,128,,,,,,,,,
1779372499.6314,plane,129,,,,,,,,,
1779372499.7432,plane,130,,,,,,,,,
1779372499.8368,plane,131,,,,,,,,,
1779372499.9353,plane,132,,,,,,,,,
1779372500.0288,plane,133,,,,,,,,,
1779372500.1414,plane,134,,,,,,,,,
1779372500.2354,plane,135,,,,,,,,,
1779372500.3322,plane,136,,,,,,,,,
1779372500.4313,plane,137,,,,,,,,,
1779372500.5409,plane,138,,,,,,,,,
1779372500.6402,plane,139,,,,,,,,,
1779372500.7350,plane,140,,,,,,,,,
1779372500.8299,plane,141,,,,,,,,,
1779372500.9417,plane,142,,,,,,,,,
1779372501.0367,plane,143,,,,,,,,,
1779372501.1316,plane,144,,,,,,,,,
1779372501.2296,plane,145,,,,,,,,,
1779372501.3431,plane,146,,,,,,,,,
1779372501.4379,plane,147,,,,,,,,,
1779372501.5354,plane,148,,,,,,,,,
1779372501.6273,plane,149,,,,,,,,,
1779372501.7419,plane,150,,,,,,,,,
1779372501.8390,plane,151,,,,,,,,,
1779372501.9350,plane,152,,,,,,,,,
1779372502.0281,plane,153,,,,,,,,,
1779372502.1408,plane,154,,,,,,,,,
1779372502.2386,plane,155,,,,,,,,,
1779372502.3356,plane,156,,,,,,,,,
1779372502.4303,plane,157,,,,,,,,,
1779372502.5396,plane,158,,,,,,,,,
1779372502.6385,plane,159,,,,,,,,,
1779372502.7343,plane,160,,,,,,,,,
1779372502.8292,plane,161,,,,,,,,,
1779372502.9416,plane,162,,,,,,,,,
1779372503.0373,plane,163,,,,,,,,,
1779372503.1353,plane,164,,,,,,,,,
1779372503.2282,plane,165,,,,,,,,,
1779372503.3432,plane,166,,,,,,,,,
1779372503.4383,plane,167,,,,,,,,,
1779372503.5350,plane,168,,,,,,,,,
1779372503.6320,plane,169,,,,,,,,,
1779372503.7419,plane,170,,,,,,,,,
1779372503.8350,plane,171,,,,,,,,,
1779372503.9358,plane,172,,,,,,,,,
1779372504.0275,plane,173,,,,,,,,,
1779372504.1419,plane,174,,,,,,,,,
1779372504.2381,plane,175,,,,,,,,,
1779372504.3328,plane,176,,,,,,,,,
1779372504.4303,plane,177,,,,,,,,,
1779372504.5415,plane,178,,,,,,,,,
1779372504.6381,plane,179,,,,,,,,,
1779372504.7349,plane,180,,,,,,,,,
1779372504.8273,plane,181,,,,,,,,,
1779372504.9432,plane,182,,,,,,,,,
1779372505.0353,plane,183,,,,,,,,,
1779372505.1337,plane,184,,,,,,,,,
1779372505.2302,plane,185,,,,,,,,,
1779372505.3414,plane,186,,,,,,,,,
1779372505.4376,plane,187,,,,,,,,,
1779372505.5337,plane,188,,,,,,,,,
1779372505.6294,plane,189,,,,,,,,,
1779372505.7436,plane,190,,,,,,,,,
1779372505.8372,plane,191,,,,,,,,,
